Id,Tag
15528,inline method                                     
15529,extract method                                    
15530,inline method                                     
15531,extract method                                    
15532,extract method                                    
15533,extract method                                    
15534,move method                                       
15535,move attribute                                    
15536,move method                                       
15537,extract method                                    
15538,move attribute                                    
15539,rename method                                     
15540,inline method                                     
15541,inline method                                     
15542,move method                                       
15543,extract method                                    
15544,move attribute                                    
15545,move method                                       
15546,extract method                                    
15547,move attribute                                    
15548,rename class                                      
15549,move class                                        
15550,move class                                        
15551,extract method                                    
15552,move attribute                                    
15553,move method                                       
15554,move attribute                                    
15555,extract method                                    
15556,move method                                       
15557,move attribute                                    
15558,move class                                        
15559,move and rename class                             
15560,move method                                       
15561,extract method                                    
15562,move attribute                                    
15563,move class                                        
15564,move and rename class                             
15565,move method                                       
15566,extract method                                    
15567,move attribute                                    
15568,rename method                                     
15569,move method                                       
15570,inline method                                     
15571,move attribute                                    
15572,move method                                       
15573,move attribute                                    
15574,extract method                                    
15575,move attribute                                    
15576,extract method                                    
15577,move attribute                                    
15578,extract method                                    
15579,extract method                                    
15580,extract method                                    
15581,extract method                                    
15582,extract method                                    
15583,rename class                                      
15584,move method                                       
15585,extract method                                    
15586,inline method                                     
15587,move attribute                                    
15588,rename class                                      
15589,move method                                       
15590,extract method                                    
15591,inline method                                     
15592,move attribute                                    
15593,rename method                                     
15594,move method                                       
15595,extract method                                    
15596,inline method                                     
15597,inline method                                     
15598,rename method                                     
15599,move method                                       
15600,extract method                                    
15601,inline method                                     
15602,inline method                                     
15603,rename method                                     
15604,rename method                                     
15605,rename method                                     
15606,extract method                                    
15607,rename method                                     
15608,extract method                                    
15609,move method                                       
15610,extract method                                    
15611,move attribute                                    
15612,extract method                                    
15613,extract method                                    
15614,move method                                       
15615,extract method                                    
15616,move attribute                                    
15617,move method                                       
15618,extract method                                    
15619,move attribute                                    
15620,pull up method                                    
15621,pull up attribute                                 
15622,pull up method                                    
15623,pull up attribute                                 
15624,move attribute                                    
15625,move attribute                                    
15626,extract method                                    
15627,inline method                                     
15628,rename method                                     
15629,rename method                                     
15630,inline method                                     
15631,rename method                                     
15632,inline method                                     
15633,inline method                                     
15634,extract method                                    
15635,extract method                                    
15636,rename method                                     
15637,extract method                                    
15638,extract method                                    
15639,extract method                                    
15640,extract method                                    
15641,rename method                                     
15642,move method                                       
15643,move attribute                                    
15644,inline method                                     
15645,inline method                                     
15646,move method                                       
15647,extract method                                    
15648,move attribute                                    
15649,move method                                       
15650,extract method                                    
15651,move attribute                                    
15652,extract interface                                 
15653,extract method                                    
15654,rename method                                     
15655,rename method                                     
15656,rename method                                     
15657,move class                                        
15658,move method                                       
15659,move attribute                                    
15660,rename method                                     
15661,rename method                                     
15662,move method                                       
15663,extract method                                    
15664,move attribute                                    
15665,move method                                       
15666,extract method                                    
15667,move attribute                                    
15668,extract method                                    
15669,extract method                                    
15670,extract method                                    
15671,move method                                       
15672,move attribute                                    
15673,extract method                                    
15674,extract method                                    
15675,extract method                                    
15676,move method                                       
15677,move attribute                                    
15678,move attribute                                    
15679,extract method                                    
15680,extract method                                    
15681,rename method                                     
15682,rename method                                     
15683,rename method                                     
15684,extract method                                    
15685,rename method                                     
15686,extract method                                    
15687,extract method                                    
15688,rename class                                      
15689,extract method                                    
15690,rename method                                     
15691,extract method                                    
15692,move class                                        
15693,move class                                        
15694,rename class                                      
15695,move method                                       
15696,move attribute                                    
15697,rename method                                     
15698,extract method                                    
15699,extract method                                    
15700,rename method                                     
15701,move method                                       
15702,extract method                                    
15703,move attribute                                    
15704,rename method                                     
15705,move method                                       
15706,extract method                                    
15707,move attribute                                    
15708,extract method                                    
15709,extract method                                    
15710,extract superclass                                
15711,pull up method                                    
15712,pull up attribute                                 
15713,extract superclass                                
15714,pull up method                                    
15715,pull up attribute                                 
15716,rename method                                     
15717,move class                                        
15718,move method                                       
15719,move method                                       
15720,rename class                                      
15721,move method                                       
15722,rename method                                     
15723,move class                                        
15724,move class                                        
15725,move class                                        
15726,move and rename class                             
15727,extract interface                                 
15728,rename method                                     
15729,move class                                        
15730,move class                                        
15731,rename class                                      
15732,move method                                       
15733,move class                                        
15734,move class                                        
15735,move class                                        
15736,rename class                                      
15737,move method                                       
15738,move class                                        
15739,move class                                        
15740,move and rename class                             
15741,extract interface                                 
15742,rename method                                     
15743,extract method                                    
15744,extract method                                    
15745,extract method                                    
15746,extract method                                    
15747,extract method                                    
15748,extract method                                    
15749,rename class                                      
15750,rename method                                     
15751,rename class                                      
15752,extract method                                    
15753,move attribute                                    
15754,move class                                        
15755,move method                                       
15756,move attribute                                    
15757,move and rename class                             
15758,extract method                                    
15759,rename class                                      
15760,rename method                                     
15761,move class                                        
15762,move class                                        
15763,move and rename class                             
15764,rename method                                     
15765,move method                                       
15766,extract method                                    
15767,rename method                                     
15768,rename method                                     
15769,move class                                        
15770,rename method                                     
15771,extract method                                    
15772,rename class                                      
15773,rename method                                     
15774,rename method                                     
15775,extract method                                    
15776,extract method                                    
15777,rename class                                      
15778,rename method                                     
15779,move attribute                                    
15780,inline method                                     
15781,extract method                                    
15782,extract method                                    
15783,inline method                                     
15784,move attribute                                    
15785,rename class                                      
15786,rename method                                     
15787,rename class                                      
15788,rename method                                     
15789,extract method                                    
15790,extract method                                    
15791,rename method                                     
15792,extract method                                    
15793,rename method                                     
15794,extract method                                    
15795,move method                                       
15796,move method                                       
15797,extract method                                    
15798,rename method                                     
15799,rename method                                     
15800,rename method                                     
15801,rename method                                     
15802,rename method                                     
15803,extract method                                    
15804,rename method                                     
15805,extract method                                    
15806,rename method                                     
15807,rename method                                     
15808,rename method                                     
15809,extract method                                    
15810,rename method                                     
15811,extract method                                    
15812,rename class                                      
15813,extract method                                    
15814,extract method                                    
15815,extract method                                    
15816,rename method                                     
15817,extract method                                    
15818,rename class                                      
15819,extract method                                    
15820,extract method                                    
15821,extract method                                    
15822,extract method                                    
15823,extract method                                    
15824,extract method                                    
15825,extract method                                    
15826,extract method                                    
15827,extract method                                    
15828,extract method                                    
15829,extract method                                    
15830,extract method                                    
15831,extract method                                    
15832,extract method                                    
15833,move method                                       
15834,move attribute                                    
15835,rename method                                     
15836,move class                                        
15837,move and rename class                             
15838,move method                                       
15839,inline method                                     
15840,extract method                                    
15841,extract method                                    
15842,extract method                                    
15843,extract method                                    
15844,move method                                       
15845,extract method                                    
15846,move attribute                                    
15847,move method                                       
15848,move attribute                                    
15849,move method                                       
15850,extract method                                    
15851,move attribute                                    
15852,extract method                                    
15853,rename method                                     
15854,extract method                                    
15855,extract method                                    
15856,rename method                                     
15857,rename method                                     
15858,rename class                                      
15859,rename class                                      
15860,rename method                                     
15861,rename method                                     
15862,pull up attribute                                 
15863,rename method                                     
15864,extract method                                    
15865,rename method                                     
15866,pull up attribute                                 
15867,rename method                                     
15868,inline method                                     
15869,rename method                                     
15870,extract method                                    
15871,rename method                                     
15872,extract method                                    
15873,extract method                                    
15874,move class                                        
15875,rename class                                      
15876,move method                                       
15877,extract method                                    
15878,move attribute                                    
15879,move class                                        
15880,rename class                                      
15881,move method                                       
15882,extract method                                    
15883,move attribute                                    
15884,move method                                       
15885,extract method                                    
15886,move method                                       
15887,extract method                                    
15888,move attribute                                    
15889,move method                                       
15890,move attribute                                    
15891,move class                                        
15892,move method                                       
15893,move attribute                                    
15894,move method                                       
15895,extract method                                    
15896,move attribute                                    
15897,extract method                                    
15898,extract method                                    
15899,extract method                                    
15900,extract method                                    
15901,extract method                                    
15902,move class                                        
15903,rename method                                     
15904,extract method                                    
15905,extract method                                    
15906,rename class                                      
15907,rename method                                     
15908,rename method                                     
15909,rename method                                     
15910,extract method                                    
15911,rename class                                      
15912,rename method                                     
15913,extract method                                    
15914,inline method                                     
15915,extract method                                    
15916,move attribute                                    
15917,rename method                                     
15918,move method                                       
15919,extract method                                    
15920,extract method                                    
15921,rename method                                     
15922,extract method                                    
15923,rename method                                     
15924,extract method                                    
15925,rename method                                     
15926,extract method                                    
15927,rename class                                      
15928,extract interface                                 
15929,rename method                                     
15930,move method                                       
15931,extract method                                    
15932,rename method                                     
15933,rename method                                     
15934,rename method                                     
15935,move method                                       
15936,move attribute                                    
15937,move method                                       
15938,move attribute                                    
15939,rename class                                      
15940,extract interface                                 
15941,rename method                                     
15942,move method                                       
15943,extract method                                    
15944,rename method                                     
15945,extract method                                    
15946,extract method                                    
15947,extract method                                    
15948,move method                                       
15949,move attribute                                    
15950,move method                                       
15951,move attribute                                    
15952,move method                                       
15953,extract method                                    
15954,extract method                                    
15955,extract method                                    
15956,move and rename class                             
15957,rename class                                      
15958,rename method                                     
15959,move method                                       
15960,inline method                                     
15961,move attribute                                    
15962,move class                                        
15963,pull up method                                    
15964,move method                                       
15965,move attribute                                    
15966,move class                                        
15967,pull up method                                    
15968,move method                                       
15969,move attribute                                    
15970,extract method                                    
15971,pull up method                                    
15972,pull up method                                    
15973,extract method                                    
15974,extract method                                    
15975,extract method                                    
15976,move class                                        
15977,move attribute                                    
15978,move class                                        
15979,rename method                                     
15980,rename class                                      
15981,move class                                        
15982,rename class                                      
15983,rename class                                      
15984,move class                                        
15985,move class                                        
15986,rename class                                      
15987,rename method                                     
15988,move method                                       
15989,extract method                                    
15990,inline method                                     
15991,move attribute                                    
15992,rename class                                      
15993,rename method                                     
15994,move method                                       
15995,extract method                                    
15996,inline method                                     
15997,move attribute                                    
15998,extract method                                    
15999,rename method                                     
16000,rename method                                     
16001,inline method                                     
16002,inline method                                     
16003,extract method                                    
16004,rename method                                     
16005,extract method                                    
16006,extract method                                    
16007,move method                                       
16008,inline method                                     
16009,move attribute                                    
16010,extract interface                                 
16011,rename method                                     
16012,move method                                       
16013,extract method                                    
16014,move attribute                                    
16015,rename method                                     
16016,extract method                                    
16017,move method                                       
16018,inline method                                     
16019,move attribute                                    
16020,move method                                       
16021,extract method                                    
16022,move attribute                                    
16023,extract interface                                 
16024,rename method                                     
16025,move method                                       
16026,inline method                                     
16027,move attribute                                    
16028,rename method                                     
16029,extract method                                    
16030,rename method                                     
16031,pull up method                                    
16032,move method                                       
16033,extract method                                    
16034,pull up attribute                                 
16035,move attribute                                    
16036,rename method                                     
16037,pull up method                                    
16038,move method                                       
16039,extract method                                    
16040,pull up attribute                                 
16041,move attribute                                    
16042,extract method                                    
16043,extract method                                    
16044,extract method                                    
16045,rename method                                     
16046,extract method                                    
16047,rename method                                     
16048,rename method                                     
16049,rename class                                      
16050,rename method                                     
16051,rename method                                     
16052,extract method                                    
16053,extract method                                    
16054,rename method                                     
16055,pull up attribute                                 
16056,rename method                                     
16057,pull up attribute                                 
16058,rename method                                     
16059,move method                                       
16060,rename method                                     
16061,move method                                       
16062,rename class                                      
16063,move method                                       
16064,move attribute                                    
16065,rename class                                      
16066,move method                                       
16067,move attribute                                    
16068,rename method                                     
16069,extract method                                    
16070,rename method                                     
16071,extract method                                    
16072,rename method                                     
16073,rename method                                     
16074,rename method                                     
16075,rename method                                     
16076,rename method                                     
16077,rename method                                     
16078,rename method                                     
16079,extract method                                    
16080,move class                                        
16081,rename method                                     
16082,move method                                       
16083,move attribute                                    
16084,move class                                        
16085,rename method                                     
16086,move method                                       
16087,move attribute                                    
16088,move method                                       
16089,move attribute                                    
16090,rename method                                     
16091,pull up method                                    
16092,pull up attribute                                 
16093,move method                                       
16094,move attribute                                    
16095,rename method                                     
16096,pull up method                                    
16097,pull up attribute                                 
16098,rename method                                     
16099,extract method                                    
16100,inline method                                     
16101,extract method                                    
16102,extract method                                    
16103,rename method                                     
16104,rename method                                     
16105,extract method                                    
16106,extract method                                    
16107,extract method                                    
16108,rename method                                     
16109,extract method                                    
16110,rename method                                     
16111,extract method                                    
16112,move method                                       
16113,move attribute                                    
16114,move method                                       
16115,move attribute                                    
16116,move method                                       
16117,move attribute                                    
16118,rename method                                     
16119,rename method                                     
16120,rename class                                      
16121,extract method                                    
16122,extract method                                    
16123,extract method                                    
16124,extract method                                    
16125,extract method                                    
16126,rename class                                      
16127,extract superclass                                
16128,rename method                                     
16129,rename class                                      
16130,extract method                                    
16131,rename class                                      
16132,extract superclass                                
16133,rename method                                     
16134,rename class                                      
16135,extract method                                    
16136,extract interface                                 
16137,extract method                                    
16138,rename method                                     
16139,move class                                        
16140,rename method                                     
16141,rename method                                     
16142,extract method                                    
16143,extract method                                    
16144,extract method                                    
16145,extract method                                    
16146,extract method                                    
16147,extract method                                    
16148,rename method                                     
16149,rename method                                     
16150,extract method                                    
16151,move attribute                                    
16152,extract method                                    
16153,move attribute                                    
16154,extract method                                    
16155,extract method                                    
16156,rename class                                      
16157,extract method                                    
16158,move class                                        
16159,extract method                                    
16160,extract method                                    
16161,extract method                                    
16162,extract method                                    
16163,rename method                                     
16164,rename method                                     
16165,rename method                                     
16166,rename method                                     
16167,rename method                                     
16168,rename method                                     
16169,rename method                                     
16170,rename class                                      
16171,rename method                                     
16172,move method                                       
16173,move attribute                                    
16174,rename class                                      
16175,rename method                                     
16176,move method                                       
16177,move attribute                                    
16178,extract method                                    
16179,inline method                                     
16180,extract method                                    
16181,inline method                                     
16182,extract method                                    
16183,move and rename class                             
16184,move and rename class                             
16185,extract method                                    
16186,rename method                                     
16187,rename method                                     
16188,rename method                                     
16189,rename method                                     
16190,extract method                                    
16191,extract method                                    
16192,extract method                                    
16193,extract method                                    
16194,rename method                                     
16195,extract method                                    
16196,extract method                                    
16197,extract method                                    
16198,rename method                                     
16199,rename method                                     
16200,extract method                                    
16201,inline method                                     
16202,inline method                                     
16203,rename method                                     
16204,move method                                       
16205,extract method                                    
16206,inline method                                     
16207,extract method                                    
16208,rename method                                     
16209,move method                                       
16210,extract method                                    
16211,inline method                                     
16212,rename method                                     
16213,extract method                                    
16214,inline method                                     
16215,rename method                                     
16216,extract method                                    
16217,inline method                                     
16218,extract method                                    
16219,rename class                                      
16220,move class                                        
16221,rename method                                     
16222,extract method                                    
16223,move class                                        
16224,rename method                                     
16225,extract method                                    
16226,extract method                                    
16227,extract method                                    
16228,extract method                                    
16229,move and rename class                             
16230,move and rename class                             
16231,extract method                                    
16232,extract method                                    
16233,extract method                                    
16234,rename class                                      
16235,rename method                                     
16236,move method                                       
16237,inline method                                     
16238,rename method                                     
16239,move method                                       
16240,inline method                                     
16241,rename method                                     
16242,move method                                       
16243,inline method                                     
16244,move attribute                                    
16245,rename method                                     
16246,move method                                       
16247,extract method                                    
16248,rename method                                     
16249,move method                                       
16250,extract method                                    
16251,rename class                                      
16252,rename method                                     
16253,rename class                                      
16254,rename method                                     
16255,rename class                                      
16256,move attribute                                    
16257,rename class                                      
16258,move attribute                                    
16259,extract method                                    
16260,move class                                        
16261,move class                                        
16262,rename method                                     
16263,inline method                                     
16264,rename method                                     
16265,inline method                                     
16266,rename method                                     
16267,inline method                                     
16268,extract method                                    
16269,extract method                                    
16270,move method                                       
16271,move attribute                                    
16272,move method                                       
16273,inline method                                     
16274,move method                                       
16275,inline method                                     
16276,move method                                       
16277,rename class                                      
16278,move method                                       
16279,extract method                                    
16280,extract method                                    
16281,extract method                                    
16282,inline method                                     
16283,extract method                                    
16284,extract method                                    
16285,inline method                                     
16286,inline method                                     
16287,rename class                                      
16288,extract method                                    
16289,rename class                                      
16290,rename method                                     
16291,move attribute                                    
16292,rename class                                      
16293,rename method                                     
16294,move attribute                                    
16295,move and rename class                             
16296,rename method                                     
16297,pull up method                                    
16298,pull up method                                    
16299,move and rename class                             
16300,rename method                                     
16301,rename method                                     
16302,rename method                                     
16303,rename method                                     
